user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement,label,persona
user_79,session_795,Desktop,8,2,0,11,0.0,84,1920x1080,Safari,en-IN,-330,landscape,Delhi,4503.04,2025-04-15 07:36:29,142,0,normal
user_337,session_3380,Mobile,7,8,8,17,0.73,217,390x844,Safari,en-IN,-330,landscape,Hyderabad,864.75,2025-01-26 06:44:11,52,0,normal
user_316,session_3165,Desktop,2,7,0,10,0.0,55,1920x1080,Safari,hi-IN,-330,landscape,Bengaluru,4182.94,2025-03-26 14:26:34,163,0,normal
user_465,session_4658,Mobile,10,13,7,21,0.81,98,390x844,Chrome,en-IN,-330,portrait,Bengaluru,5375.14,2025-03-21 11:32:46,62,0,normal
user_331,session_3312,Mobile,0,0,4,16,0.78,332,414x896,Firefox,en-IN,-330,landscape,Pune,3261.44,2025-05-25 20:44:42,38,0,normal
user_393,session_3935,Mobile,5,7,5,9,0.78,170,390x844,Edge,en-IN,-330,portrait,Mumbai,4108.42,2025-03-27 11:35:22,29,0,normal
user_107,session_1075,Mobile,8,10,0,11,0.71,144,390x844,Chrome,en-IN,-330,landscape,Kolkata,3242.31,2025-02-18 11:56:45,64,0,normal
user_484,session_4841,Mobile,3,3,5,13,0.15,94,360x640,Firefox,en-US,-330,landscape,Bengaluru,1230.77,2025-01-05 12:30:22,33,0,normal
user_418,session_4184,Tablet,5,9,13,16,0.27,15,768x1024,Chrome,en-IN,-330,landscape,Kolkata,5447.31,2025-03-13 13:42:13,40,0,normal
user_202,session_2025,Desktop,0,2,0,13,0.0,173,1440x900,Chrome,en-IN,-330,landscape,Ahmedabad,7219.51,2025-01-03 12:59:56,158,0,normal
user_567,session_5678,Desktop,5,8,0,11,0.0,89,1920x1080,Safari,en-IN,-330,landscape,Ahmedabad,5833.19,2025-05-25 13:29:58,13,0,normal
user_463,session_4635,Desktop,6,8,0,22,0.0,185,1920x1080,Safari,en-US,-330,landscape,Ahmedabad,5473.46,2025-05-27 11:46:07,11,0,normal
user_174,session_1746,Desktop,8,3,0,12,0.0,88,1920x1080,Chrome,en-US,-330,landscape,Mumbai,4437.1,2025-04-17 23:46:20,215,0,normal
user_314,session_3144,Mobile,6,3,7,6,0.0,58,414x896,Firefox,hi-IN,-330,portrait,Ahmedabad,5077.82,2025-01-21 17:52:38,27,0,normal
user_326,session_3264,Desktop,0,0,0,5,0.0,129,1440x900,Safari,en-IN,-330,landscape,Bengaluru,4900.37,2025-04-27 09:36:39,181,0,normal
user_312,session_3122,Desktop,9,6,0,11,0.0,247,1920x1080,Firefox,en-IN,-330,landscape,Hyderabad,1043.64,2025-04-04 11:55:08,401,0,normal
user_145,session_1452,Desktop,8,6,0,12,0.0,119,1366x768,Chrome,en-IN,-330,landscape,Chennai,4576.31,2025-03-30 19:30:28,469,0,normal
user_43,session_440,Desktop,5,6,0,10,0.0,128,1366x768,Safari,en-IN,-330,landscape,Delhi,3779.55,2025-04-26 13:15:47,94,0,normal
user_331,session_3317,Mobile,6,0,5,16,0.4,255,414x896,Firefox,en-IN,-330,landscape,Pune,1230.57,2025-04-28 12:08:35,39,0,normal
user_454,session_4544,Mobile,1,3,2,17,0.55,178,360x640,Chrome,hi-IN,-330,portrait,Pune,349.61,2025-03-02 15:31:39,38,0,normal
user_298,session_2982,Mobile,2,6,9,18,0.39,96,390x844,Chrome,en-IN,-330,portrait,Pune,2429.07,2025-01-11 14:14:43,10,0,normal
user_208,session_2081,Desktop,4,5,0,15,0.0,178,1366x768,Safari,en-US,-330,landscape,Mumbai,6077.27,2025-03-05 09:46:26,297,0,normal
user_402,session_4021,Mobile,8,7,4,12,0.37,144,360x640,Safari,en-IN,-330,portrait,Bengaluru,4620.41,2025-04-13 07:07:35,13,0,normal
user_145,session_1455,Desktop,10,8,0,19,0.0,280,1366x768,Chrome,en-IN,-330,landscape,Chennai,9479.29,2025-05-08 22:55:40,654,0,normal
user_25,session_255,Desktop,3,6,0,24,0.0,183,1366x768,Chrome,en-IN,-330,landscape,Kolkata,1599.27,2025-01-06 14:36:58,533,0,normal
user_46,session_466,Mobile,3,0,9,16,0.0,142,414x896,Edge,en-IN,-330,landscape,Pune,1377.81,2025-01-24 15:28:19,39,0,normal
user_211,session_2118,Desktop,2,7,0,12,0.0,50,1920x1080,Chrome,hi-IN,-330,landscape,Pune,3676.24,2025-03-06 10:50:43,478,0,normal
user_50,session_507,Mobile,7,4,0,4,0.0,72,360x640,Edge,en-IN,-330,landscape,Pune,1593.75,2025-04-28 17:38:39,40,0,normal
user_427,session_4272,Mobile,1,12,3,18,0.98,100,390x844,Firefox,en-IN,-330,landscape,Kolkata,1022.27,2025-03-02 14:45:50,60,0,normal
user_428,session_4289,Mobile,8,9,6,8,0.87,210,360x640,Safari,en-IN,-330,portrait,Pune,5307.0,2025-05-14 15:21:07,30,0,normal
user_421,session_4214,Desktop,5,9,0,34,0.0,65,1440x900,Safari,en-IN,-330,landscape,Hyderabad,1150.97,2025-05-15 23:14:02,470,0,normal
user_23,session_234,Mobile,4,7,1,23,1.22,182,414x896,Chrome,en-IN,-330,portrait,Ahmedabad,5083.64,2025-03-30 12:00:08,28,0,normal
user_55,session_554,Desktop,3,9,0,10,0.0,76,1366x768,Chrome,hi-IN,-330,landscape,Kolkata,719.87,2025-03-24 23:35:09,437,0,normal
user_531,session_5315,Desktop,10,11,0,19,0.0,153,1366x768,Chrome,hi-IN,-330,landscape,Mumbai,6613.25,2025-01-07 16:53:54,265,0,normal
user_54,session_545,Desktop,2,10,0,18,0.0,176,1920x1080,Firefox,en-IN,-330,landscape,Chennai,9319.5,2025-03-10 16:01:50,492,0,normal
user_370,session_3701,Desktop,5,16,0,13,0.0,74,1440x900,Firefox,en-IN,-330,landscape,Pune,11591.38,2025-02-12 11:17:33,368,0,normal
user_354,session_3541,Mobile,2,12,5,3,0.44,269,360x640,Safari,en-IN,-330,landscape,Pune,4645.16,2025-01-22 16:14:20,14,0,normal
user_278,session_2789,Desktop,7,11,0,15,0.0,183,1920x1080,Safari,en-IN,-330,landscape,Ahmedabad,973.51,2025-03-24 10:14:30,261,0,normal
user_286,session_2865,Desktop,6,1,0,3,0.0,101,1440x900,Firefox,hi-IN,-330,landscape,Mumbai,5827.04,2025-05-19 23:42:30,247,0,normal
user_208,session_2084,Desktop,5,7,0,14,0.0,159,1366x768,Safari,en-US,-330,landscape,Mumbai,6454.65,2025-04-18 11:09:29,201,0,normal
user_554,session_5543,Desktop,8,9,0,14,0.0,130,1920x1080,Firefox,en-IN,-330,landscape,Chennai,1452.22,2025-02-23 18:41:07,340,0,normal
user_30,session_309,Desktop,7,9,0,6,0.0,263,1440x900,Firefox,en-US,-330,landscape,Mumbai,10957.5,2025-04-24 09:08:55,384,0,normal
user_71,session_711,Tablet,6,10,6,9,0.81,106,810x1080,Firefox,en-IN,-330,landscape,Bengaluru,6978.9,2025-05-08 12:22:00,33,0,normal
user_410,session_4104,Mobile,1,3,7,25,0.34,76,414x896,Edge,en-IN,-330,portrait,Hyderabad,5222.31,2025-05-22 18:42:10,55,0,normal
user_158,session_1581,Desktop,8,11,0,15,0.0,198,1366x768,Firefox,en-IN,-330,landscape,Ahmedabad,4562.4,2025-02-16 19:23:56,291,0,normal
user_131,session_1311,Mobile,4,7,1,18,0.71,131,360x640,Edge,en-IN,-330,portrait,Ahmedabad,1722.03,2025-03-11 12:48:21,75,0,normal
user_62,session_626,Desktop,5,5,0,14,0.0,40,1440x900,Edge,en-US,-330,landscape,Hyderabad,12791.54,2025-04-01 06:05:27,435,0,normal
user_2,session_24,Mobile,6,15,3,5,0.82,183,414x896,Safari,en-IN,-330,portrait,Mumbai,1960.48,2025-01-28 12:43:20,16,0,normal
user_253,session_2532,Tablet,7,6,0,8,0.0,275,768x1024,Edge,en-US,-330,landscape,Kolkata,5290.07,2025-03-26 13:58:28,551,1,account_takeover
user_187,session_1871,Desktop,6,6,0,11,0.0,71,1920x1080,Safari,en-IN,-330,landscape,Kolkata,2602.9,2025-03-15 19:53:45,372,0,normal
user_511,session_5111,Mobile,4,6,1,10,0.73,153,360x640,Chrome,en-IN,-330,portrait,Pune,11915.58,2025-03-07 07:18:58,59,0,normal
user_348,session_3489,Desktop,3,16,0,16,0.0,58,1920x1080,Chrome,en-IN,-330,landscape,Mumbai,6789.79,2025-02-24 07:08:21,394,0,normal
user_117,session_1171,Desktop,4,1,0,8,0.0,439,1440x900,Firefox,en-IN,-330,landscape,Mumbai,912.96,2025-04-05 09:48:17,397,0,normal
user_474,session_4746,Desktop,3,10,0,17,0.0,160,1920x1080,Firefox,en-US,-330,landscape,Pune,2691.35,2025-01-26 17:16:27,122,0,normal
user_211,session_2119,Desktop,7,7,0,20,0.0,89,1920x1080,Chrome,hi-IN,-330,landscape,Pune,2809.57,2025-04-16 14:10:55,163,0,normal
user_301,session_3019,Desktop,4,9,0,3,0.0,229,1366x768,Chrome,en-IN,-330,landscape,Pune,5157.93,2025-02-07 17:29:34,190,0,normal
user_119,session_1195,Desktop,0,10,0,17,0.0,141,1440x900,Safari,en-IN,-330,landscape,Pune,6380.86,2025-03-12 11:54:26,321,0,normal
user_224,session_2246,Desktop,5,15,0,0,0.0,66,1440x900,Safari,hi-IN,-330,landscape,Pune,1870.61,2025-03-01 14:34:56,356,0,normal
user_287,session_2874,Tablet,6,0,5,10,0.15,229,810x1080,Safari,en-IN,-330,landscape,Delhi,3572.83,2025-01-24 15:12:18,31,0,normal
user_563,session_5640,Desktop,4,7,0,18,0.0,187,1366x768,Edge,en-US,-330,landscape,Ahmedabad,3697.57,2025-02-19 10:53:52,300,0,normal
user_254,session_2550,Desktop,8,9,0,14,0.0,225,1920x1080,Safari,en-IN,-330,landscape,Mumbai,7135.78,2025-01-29 22:14:11,389,0,normal
user_315,session_3155,Desktop,0,5,0,10,0.0,62,1440x900,Edge,hi-IN,-330,landscape,Bengaluru,10817.44,2025-01-20 07:00:05,270,0,normal
user_9,session_94,Desktop,7,7,0,15,0.0,120,1440x900,Safari,en-IN,-330,landscape,Hyderabad,1974.3,2025-02-21 21:00:34,592,0,normal
user_207,session_2078,Desktop,3,8,0,32,0.0,89,1366x768,Edge,en-IN,-330,landscape,Bengaluru,8909.59,2025-01-06 08:56:21,590,0,normal
user_46,session_470,Mobile,9,9,5,22,1.06,339,414x896,Edge,en-IN,-330,landscape,Pune,4418.79,2025-03-11 14:43:52,64,0,normal
user_78,session_788,Mobile,2,9,6,27,0.49,210,414x896,Safari,en-IN,-330,portrait,Mumbai,3465.72,2025-04-18 10:35:39,4,0,normal
user_169,session_1700,Desktop,12,3,0,9,0.0,53,1366x768,Safari,en-IN,-330,landscape,Mumbai,1555.93,2025-04-06 11:23:48,396,0,normal
user_183,session_1838,Desktop,8,4,0,17,0.0,257,1920x1080,Edge,en-US,-330,landscape,Chennai,968.03,2025-01-01 18:40:59,438,0,normal
user_306,session_3064,Desktop,5,6,0,4,0.0,108,1440x900,Chrome,en-IN,-330,landscape,Pune,600.06,2025-04-16 15:22:28,429,0,normal
user_170,session_1707,Mobile,7,0,0,14,0.96,291,414x896,Chrome,en-IN,-330,landscape,Chennai,1502.12,2025-04-15 19:46:58,25,0,normal
user_396,session_3968,Desktop,5,6,0,15,0.0,78,1920x1080,Firefox,en-IN,-330,landscape,Pune,599.28,2025-04-02 16:09:54,218,0,normal
user_386,session_3863,Mobile,3,7,5,11,1.26,154,390x844,Safari,en-IN,-330,landscape,Pune,5693.73,2025-05-17 12:07:11,28,0,normal
user_366,session_3665,Mobile,5,10,1,13,0.77,84,390x844,Edge,en-IN,-330,portrait,Chennai,4287.63,2025-04-25 07:18:40,46,0,normal
user_589,session_5892,Mobile,5,7,0,11,0.73,138,360x640,Firefox,en-IN,-330,portrait,Chennai,2281.78,2025-04-15 18:47:49,29,0,normal
user_320,session_3205,Desktop,3,9,0,17,0.0,100,1440x900,Chrome,en-IN,-330,landscape,Chennai,2104.25,2025-04-19 08:00:47,418,0,normal
user_60,session_605,Mobile,4,4,4,10,0.0,45,360x640,Chrome,en-IN,-330,landscape,Mumbai,7248.94,2025-04-10 21:44:15,14,0,normal
user_494,session_4943,Mobile,5,4,8,15,0.81,118,390x844,Edge,en-IN,-330,landscape,Hyderabad,292.23,2025-01-25 07:07:09,36,0,normal
user_155,session_1551,Mobile,8,7,5,0,0.33,127,390x844,Firefox,en-IN,-330,landscape,Chennai,10604.35,2025-05-25 16:54:04,58,0,normal
user_470,session_4709,Desktop,3,1,0,14,0.0,80,1440x900,Firefox,en-IN,-330,landscape,Pune,2006.81,2025-03-13 10:23:41,199,0,normal
user_483,session_4835,Desktop,12,13,0,11,0.0,75,1366x768,Firefox,hi-IN,-330,landscape,Delhi,5887.94,2025-03-30 10:16:03,360,0,normal
user_318,session_3186,Tablet,4,4,12,17,1.1,94,810x1080,Safari,en-IN,-330,portrait,Hyderabad,6131.21,2025-05-21 19:38:33,34,0,normal
user_438,session_4387,Desktop,9,7,0,3,0.0,106,1920x1080,Edge,en-IN,-330,landscape,Kolkata,2721.36,2025-02-16 13:08:38,332,0,normal
user_158,session_1587,Desktop,9,11,0,12,0.0,143,1366x768,Firefox,en-IN,-330,landscape,Ahmedabad,7978.57,2025-03-17 12:45:18,333,0,normal
user_311,session_3120,Desktop,7,9,0,24,0.0,92,1440x900,Safari,en-IN,-330,landscape,Delhi,3429.12,2025-03-11 11:27:40,422,0,normal
user_339,session_3400,Desktop,10,0,0,7,0.0,156,1366x768,Chrome,en-US,-330,landscape,Kolkata,1348.48,2025-01-28 15:42:25,50,0,normal
user_40,session_402,Desktop,1,0,0,0,0.0,16,1920x1080,Edge,en-IN,-330,landscape,Ahmedabad,5000.0,2025-01-17 08:27:51,356,1,copy_paste_drain
user_3,session_32,Desktop,1,7,3,7,0.93,244,1366x768,Safari,hi-IN,-330,portrait,Delhi,1836.37,2025-03-30 19:42:46,60,1,account_takeover
user_148,session_1484,Desktop,10,10,0,34,0.0,78,1440x900,Chrome,hi-IN,-330,landscape,Mumbai,5229.04,2025-05-14 10:00:34,271,0,normal
user_268,session_2681,Desktop,5,11,0,20,0.0,206,1440x900,Edge,en-US,-330,landscape,Mumbai,3874.24,2025-05-13 15:00:02,207,0,normal
user_59,session_600,Desktop,3,5,0,11,0.0,163,1366x768,Firefox,en-US,-330,landscape,Ahmedabad,6673.01,2025-05-21 14:09:00,190,0,normal
user_314,session_3150,Mobile,5,4,0,0,0.64,124,414x896,Firefox,hi-IN,-330,portrait,Ahmedabad,5178.61,2025-02-12 22:31:04,51,0,normal
user_554,session_5545,Desktop,1,7,0,5,0.0,146,1920x1080,Firefox,en-IN,-330,landscape,Chennai,2636.68,2025-01-06 17:26:54,153,0,normal
user_186,session_1861,Desktop,10,18,0,9,0.0,171,1920x1080,Edge,en-US,-330,landscape,Bengaluru,5822.62,2025-03-13 13:19:12,314,0,normal
user_56,session_566,Mobile,2,7,4,30,0.55,113,390x844,Safari,en-US,-330,landscape,Delhi,3084.29,2025-01-01 14:48:24,13,0,normal
user_221,session_2214,Desktop,2,6,0,2,0.0,103,1366x768,Firefox,hi-IN,-330,landscape,Ahmedabad,2105.4,2025-03-16 05:25:45,266,0,normal
user_196,session_1967,Desktop,11,12,0,19,0.0,44,1440x900,Safari,en-IN,-330,landscape,Ahmedabad,3522.29,2025-03-09 11:01:16,376,0,normal
user_86,session_866,Desktop,9,6,0,16,0.0,100,1920x1080,Chrome,en-IN,-330,landscape,Pune,7860.61,2025-03-18 23:10:15,252,0,normal
user_460,session_4608,Mobile,6,7,5,15,0.17,81,390x844,Edge,en-IN,-330,landscape,Ahmedabad,3489.65,2025-03-26 22:40:14,37,0,normal
user_245,session_2451,Desktop,0,11,0,6,0.0,22,1920x1080,Chrome,en-IN,-330,landscape,Pune,6069.99,2025-05-22 17:33:33,65,0,normal
user_569,session_5693,Desktop,7,13,0,23,0.0,146,1920x1080,Firefox,en-IN,-330,landscape,Ahmedabad,564.48,2025-04-09 13:31:22,478,0,normal
user_81,session_813,Tablet,6,12,6,14,0.54,244,768x1024,Safari,en-IN,-330,landscape,Pune,4175.68,2025-03-08 19:49:49,20,0,normal
user_147,session_1478,Mobile,7,8,3,12,0.14,161,390x844,Safari,en-IN,-330,portrait,Kolkata,5305.76,2025-01-17 15:43:50,27,0,normal
user_473,session_4735,Tablet,8,7,3,17,0.44,179,810x1080,Firefox,en-IN,-330,landscape,Bengaluru,854.41,2025-02-16 10:34:33,25,0,normal
user_227,session_2272,Desktop,4,7,0,17,0.0,204,1440x900,Safari,en-IN,-330,landscape,Ahmedabad,627.13,2025-04-04 13:58:53,311,0,normal
user_103,session_1039,Desktop,4,6,0,18,0.0,120,1920x1080,Chrome,hi-IN,-330,landscape,Kolkata,2852.4,2025-03-31 15:55:43,198,0,normal
user_452,session_4527,Desktop,4,6,0,18,0.0,263,1440x900,Chrome,hi-IN,-330,landscape,Pune,2140.24,2025-04-28 09:59:18,178,0,normal
user_8,session_81,Mobile,4,0,5,18,0.77,177,390x844,Firefox,en-US,-330,landscape,Bengaluru,1132.98,2025-03-07 20:43:30,51,0,normal
user_120,session_1205,Desktop,4,10,0,16,0.0,79,1920x1080,Edge,en-IN,-330,landscape,Ahmedabad,10232.16,2025-04-11 20:24:47,428,0,normal
user_328,session_3286,Tablet,4,2,5,10,0.63,50,768x1024,Edge,en-IN,-330,landscape,Pune,667.29,2025-04-19 14:14:31,74,0,normal
user_154,session_1546,Desktop,11,9,0,7,0.0,53,1366x768,Chrome,en-IN,-330,landscape,Pune,3591.72,2025-03-24 20:30:50,284,0,normal
user_17,session_178,Desktop,12,9,0,17,0.0,67,1366x768,Firefox,en-IN,-330,landscape,Bengaluru,7369.09,2025-05-25 14:03:42,508,0,normal
user_258,session_2586,Desktop,3,8,0,24,0.0,73,1920x1080,Edge,en-IN,-330,landscape,Ahmedabad,1174.92,2025-03-17 15:16:02,235,0,normal
user_599,session_5993,Tablet,0,2,6,19,1.03,119,810x1080,Edge,en-IN,-330,portrait,Kolkata,1759.87,2025-02-25 04:09:22,42,0,normal
user_486,session_4864,Desktop,8,14,0,23,0.0,52,1366x768,Edge,hi-IN,-330,landscape,Ahmedabad,3895.47,2025-01-15 08:26:36,295,0,normal
user_143,session_1439,Desktop,7,8,0,7,0.0,109,1440x900,Edge,en-IN,-330,landscape,Bengaluru,3180.28,2025-02-20 04:39:49,393,0,normal
user_29,session_297,Desktop,9,13,0,14,0.0,68,1920x1080,Chrome,en-IN,-330,landscape,Ahmedabad,1432.79,2025-03-29 08:27:01,234,0,normal
user_361,session_3616,Mobile,8,11,6,0,0.88,66,360x640,Chrome,en-IN,-330,landscape,Mumbai,1434.51,2025-01-30 18:51:04,22,0,normal
user_364,session_3648,Desktop,8,4,0,19,0.0,124,1366x768,Safari,en-IN,-330,landscape,Bengaluru,2636.08,2025-05-01 19:14:10,409,0,normal
user_15,session_158,Desktop,3,6,0,13,0.0,211,1440x900,Safari,hi-IN,-330,landscape,Ahmedabad,9100.45,2025-05-10 15:10:49,287,0,normal
user_102,session_1028,Desktop,5,9,0,16,0.0,172,1366x768,Safari,en-US,-330,landscape,Chennai,3364.68,2025-02-25 23:45:02,389,0,normal
